5353,5353,8.034785,2,0,261,0,197,64,130.5,66.5,0,0,0,0,7965.365594723444,124.45883741755381,8.034785,0,8.034785,8.034785,8.034785,4.0173925,5.681450958875954,8.034785,8.034785,0,0,0,0,10,0,0,0,0,0,0,124.45883741755381,0,64,197,130.5,66.5,4422.25,0,0,0,0,0,0,0,0,0,130.5,130.5,0,0,0,0,0,0,0,2,261,0,0,0,0,0,0,8.034785,0,8.034785,8.034785,0,0,0,0,0,0,1
5353,5353,998.538101,2,0,490,0,245,245,245,0,0,0,0,0,245.3586896230012,1.0014640392775558,998.538101,0,998.538101,998.538101,998.538101,499.2690505,706.0730624902377,998.538101,10,0,0,0,0,10,0,0,0,0,0,0,1.0014640392775558,0,245,245,245,0,0,0,0,0,0,0,0,0,0,0,245,245,0,0,0,0,0,0,0,2,490,0,0,0,0,0,0,998.538101,0,998.538101,998.538101,0,0,0,0,0,0,1
5353,5353,3005.994349,3,0,735,0,245,245,245,0,0,0,0,0,163.00762513509304,0.6653372454493593,1502.9971745,713.412863405866,2007.456248,998.538101,3005.994349,1001.9981163333333,1044.3031108274376,2007.456248,10,0,0,0,0,10,0,0,0,0,0,0,0.6653372454493593,0,245,245,245,0,0,0,0,0,0,0,0,0,0,0,245,245,0,0,0,0,0,0,0,1,245,0,0,0,0,0,0,998.538101,0,998.538101,998.538101,2007.456248,0,2007.456248,2007.456248,0,0,1
5353,5353,7023.436240999999,4,0,980,0,245,245,245,0,0,0,0,0,104.64962943770533,0.4271413446436952,2341.1454136666666,1564.2195140825095,4017.441892,998.538101,7023.436240999999,1755.8590602499999,1758.1672365035722,4017.441892,10,0,0,0,0,10,0,0,0,0,0,0,0.4271413446436952,0,245,245,245,0,0,0,0,0,0,0,0,0,0,0,245,245,0,0,0,0,0,0,0,1,245,0,0,0,0,0,0,998.538101,0,998.538101,998.538101,3012.4490699999997,1004.9928219999999,4017.441892,2007.456248,0,0,1
5353,5353,1002.643098,2,0,502,0,251,251,251,0,0,0,0,0,250.3383312573304,0.9973638695511171,1002.643098,0,1002.643098,1002.643098,1002.643098,501.321549,708.9757337056882,1002.643098,10,0,0,0,0,10,0,0,0,0,0,0,0.9973638695511171,0,251,251,251,0,0,0,0,0,0,0,0,0,0,0,251,251,0,0,0,0,0,0,0,1,251,0,0,0,0,0,0,0,0,0,0,1002.643098,0,1002.643098,1002.643098,0,0,1
5353,5353,3002.869256,3,0,753,0,251,251,251,0,0,0,0,0,167.17344552945798,0.6660296634639761,1501.434628,705.3977465228263,2000.2261579999997,1002.643098,3002.869256,1000.9564186666667,1041.1545208482873,2000.2261579999997,10,0,0,0,0,10,0,0,0,0,0,0,0.6660296634639761,0,251,251,251,0,0,0,0,0,0,0,0,0,0,0,251,251,0,0,0,0,0,0,0,1,251,0,0,0,0,0,0,0,0,0,0,1501.434628,498.79152999999985,2000.2261579999997,1002.643098,0,0,1
5353,5353,7001.456353,4,0,1004,0,251,251,251,0,0,0,0,0,107.54905294487094,0.4284822826488882,2333.818784333333,1552.5186434770822,3998.587097,1002.643098,7001.456353,1750.36408825,1749.1282037441997,3998.587097,10,0,0,0,0,10,0,0,0,0,0,0,0.4284822826488882,0,251,251,251,0,0,0,0,0,0,0,0,0,0,0,251,251,0,0,0,0,0,0,0,1,251,0,0,0,0,0,0,0,0,0,0,2333.818784333333,1245.6278581620345,3998.587097,1002.643098,0,0,1
5353,5353,1135.470977,2,0,348,0,208,140,174,34,0,0,0,0,123.29685464078577,0.8806918188627555,1135.470977,0,1135.470977,1135.470977,1135.470977,567.7354885,802.8992276772143,1135.470977,10,0,0,0,0,10,0,0,0,0,0,0,0.8806918188627555,0,140,208,174,34,1156,0,0,0,0,0,0,0,0,0,174,174,0,0,0,0,0,0,0,1,208,0,0,0,0,0,0,0,0,0,0,1135.470977,0,1135.470977,1135.470977,0,0,1
5353,5353,4164.964389,3,0,556,0,208,140,185.33333333333334,32.05550741379014,0,0,0,0,83.55413576142344,0.4801961825369163,2082.4821945,1339.2761075079568,3029.493412,1135.470977,4164.964389,1388.321463,1565.1992858764413,3029.493412,10,0,0,0,0,10,0,0,0,0,0,0,0.4801961825369163,0,140,208,185.33333333333334,32.05550741379014,1027.5555555555547,0,0,0,0,0,0,0,0,0,185.33333333333334,185.33333333333334,0,0,0,0,0,0,0,1,208,0,0,0,0,0,0,0,0,0,0,2082.4821945,947.0112174999999,3029.493412,1135.470977,0,0,1
5353,5353,4432.651516,4,0,674,0,208,118,168.5,40.258539466801324,0,0,0,0,125.43282457307434,0.676795816041768,1477.5505053333334,1514.463834861,3029.493412,267.68712700000003,4432.651516,1108.162879,1466.7453535418585,3029.493412,10,0,0,0,0,10,0,0,0,0,0,0,0.676795816041768,0,118,208,168.5,40.258539466801324,1620.75,0,0,0,0,0,0,0,0,0,168.5,168.5,0,0,0,0,0,0,0,2,326,0,0,0,0,0,0,267.68712700000003,0,267.68712700000003,267.68712700000003,2082.4821945,947.0112174999999,3029.493412,1135.470977,0,0,1
5353,5353,5552.454477,5,0,867,0,208,118,173.4,37.31809212700991,0,0,0,0,121.38775793514714,0.7204021242441966,1388.11361925,1323.7055400260087,3029.493412,267.68712700000003,5552.454477,1110.4908954,1311.9072543480727,3029.493412,10,0,0,0,0,10,0,0,0,0,0,0,0.7204021242441966,0,118,208,173.4,37.31809212700991,1392.6399999999994,0,0,0,0,0,0,0,0,0,173.4,173.4,0,0,0,0,0,0,0,1,193,0,0,0,0,0,0,267.68712700000003,0,267.68712700000003,267.68712700000003,1761.5891166666668,896.5665427153679,3029.493412,1119.802961,0,0,1
5353,5353,8436.713840999999,6,0,1060,0,208,118,176.66666666666666,34.840908267278145,0,0,0,0,102.76513063494339,0.5926478121969054,1687.3427682000001,1359.9439338675488,3029.493412,267.68712700000003,8436.713841,1406.1189735,1399.5093068795627,3029.493412,10,0,0,0,0,10,0,0,0,0,0,0,0.5926478121969054,0,118,208,176.66666666666666,34.840908267278145,1213.8888888888905,0,0,0,0,0,0,0,0,0,176.66666666666666,176.66666666666666,0,0,0,0,0,0,0,1,193,0,0,0,0,0,0,267.68712700000003,0,267.68712700000003,267.68712700000003,2042.2566785,916.0766970804599,3029.493412,1119.802961,0,0,1
